Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int
581,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
582,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
583,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
584,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
585,1,10000,100,10001,2,10002,2,10004,4,10003,50,-1,-1,-1,-1,-1,-1
586,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
587,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
588,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
589,2,10000,150,10001,3,10002,3,10004,5,10003,100,-1,-1,-1,-1,-1,-1
590,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
591,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
592,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
593,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
594,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
595,1,10000,100,10001,2,10002,2,10004,4,10003,50,-1,-1,-1,-1,-1,-1
596,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
597,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
598,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
599,2,10000,150,10001,3,10002,3,10004,5,10003,100,-1,-1,-1,-1,-1,-1
600,0,10000,50,10001,1,10002,1,10004,3,-1,-1,-1,-1,-1,-1,-1,-1
601,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
602,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
603,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
604,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
605,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
606,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
607,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
608,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
609,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
610,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
611,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
612,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
613,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
614,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
615,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
616,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
617,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
618,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
619,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
620,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
621,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
622,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
623,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
624,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
625,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
626,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
627,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
628,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
629,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
630,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
631,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
632,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
633,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
634,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
635,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
636,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
637,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
638,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
639,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
640,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
641,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
642,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
643,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
644,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
645,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
646,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
647,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
648,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
649,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
650,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
651,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
652,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
653,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
654,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
655,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
656,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
657,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
658,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
659,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
660,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
661,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
662,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
663,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
664,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
665,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
666,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
667,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
668,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
669,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
670,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
671,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
672,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
673,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
674,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
675,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
676,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
677,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
678,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
679,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
680,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
681,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
682,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
683,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
684,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
685,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
686,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
687,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
688,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
689,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
690,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
691,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
692,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
693,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
694,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
695,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
696,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
697,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
698,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
699,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
700,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
701,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
702,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
703,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
704,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
705,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
706,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
707,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
708,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
709,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
710,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
711,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
712,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
713,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
714,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
715,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
716,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
717,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
718,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
719,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
720,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
721,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
722,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
723,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
724,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
725,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
726,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
727,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
728,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
729,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
730,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
731,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
732,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
733,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
734,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
735,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
736,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
737,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
738,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
739,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
740,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
741,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
742,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
743,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
744,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
745,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
746,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
747,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
748,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
749,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
750,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
751,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
752,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
753,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
754,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
755,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
756,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
757,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
758,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
759,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
760,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
761,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
762,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
763,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
764,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
765,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
766,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
767,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
768,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
769,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
770,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
771,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
772,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
773,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
774,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
775,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
776,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
777,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
778,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
779,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
780,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
781,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
782,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
783,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
784,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
785,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
786,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
787,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
788,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
789,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
790,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
791,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
792,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
793,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
794,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
795,1,10000,100,10001,2,10002,2,10004,5,10003,50,-1,-1,-1,-1,-1,-1
796,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
797,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
798,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
799,2,10000,150,10001,3,10002,3,10004,6,10003,100,-1,-1,-1,-1,-1,-1
800,0,10000,50,10001,1,10002,1,10004,4,-1,-1,-1,-1,-1,-1,-1,-1
801,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
802,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
803,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
804,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
805,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
806,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
807,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
808,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
809,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
810,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
811,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
812,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
813,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
814,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
815,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
816,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
817,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
818,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
819,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
820,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
821,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
822,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
823,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
824,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
825,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
826,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
827,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
828,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
829,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
830,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
831,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
832,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
833,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
834,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
835,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
836,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
837,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
838,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
839,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
840,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
841,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
842,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
843,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
844,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
845,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
846,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
847,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
848,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
849,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
850,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
851,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
852,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
853,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
854,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
855,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
856,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
857,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
858,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
859,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
860,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
861,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
862,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
863,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
864,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
865,1,10000,100,10001,2,10002,2,10004,6,10003,50,-1,-1,-1,-1,-1,-1
866,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
867,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
868,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
869,2,10000,150,10001,3,10002,3,10004,7,10003,100,-1,-1,-1,-1,-1,-1
870,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
871,0,10000,50,10001,1,10002,1,10004,5,-1,-1,-1,-1,-1,-1,-1,-1
